id,name,registry_code,favicon,is_unicorn,industries,business_types,lists,display_name,turnover,labour_taxes,employees,lq_turnover,lq_labour_taxes,lq_employees,ly_turnover,ly_labour_taxes,ly_employees,employees_change,turnover_change_percentage,labour_taxes_change_percentage,ly_employees_change,ly_turnover_change_percentage,ly_labour_taxes_change_percentage
994c21db-4ac3-4e94-b6ce-6126dda9fabc,MAGNETIC IP OÜ,12813004,/logos/static/12813004.webp,False,"['Household & Personal Products', 'Energy']","['B2B', 'B2C']",['ALL'],MAGNETIC IP OU,34389.34,2998.48,7.0,11007.76,2818.31,8.0,11966.99,4313.43,1.0,-1.0,212,6,6.0,187,-30
a25b5261-0bea-4c47-ad52-0d2c44a1d473,OUTVIO OÜ,14250864,/logos/static/14250864.webp,False,"['E-commerce', 'Software & Services']",['B2B2C'],"['EstVCA2021', 'ALL', 'EstVCA2022', 'EstVCA2023', 'EstVCA2024']",OUTVIO OÜ,602223.31,46243.91,7.0,342482.68,51741.58,7.0,413109.47,80442.46,17.0,0.0,76,-11,-10.0,46,-43
aa3eae0c-7416-46c8-89f6-6e6d45070b09,PAKIPOINT OÜ,12768344,/logos/static/12768344.ico,False,"['Retail', 'Consumer Services', 'E-commerce']",['B2B2C'],['ALL'],PARCELFELLOW,195310.14,11287.46,7.0,210706.74,19391.49,7.0,253468.20,17799.91,9.0,0.0,-7,-42,-2.0,-23,-37
b2b5b6c6-3557-4a65-bbeb-55a33227da4f,GAMECAN OÜ,12931206,/logos/static/12931206.webp,False,['Software & Services'],"['B2C', 'B2B']",['ALL'],OVERSTEP BY GAMECAN,5234.33,1850.67,7.0,40993.17,,16.0,133007.79,49395.32,52.0,-9.0,-87,,-45.0,-96,-96
bca4fa32-63a3-42d3-ad43-cb2dee787aef,MODERAN SOLUTIONS OÜ,12958323,,False,"['Software & Services', 'Proptech', 'Fintech']",['B2B'],['ALL'],MODERAN SOLUTIONS,145855.08,31417.47,7.0,150117.47,30205.73,7.0,119527.19,26529.07,7.0,0.0,-3,4,0.0,22,18
d074fc98-3149-4bc5-9884-f372f70da3b5,WAYBILLER OÜ,14200010,/logos/static/14200010.webp,False,"['Transportation', 'Infrastructure & Logistics', 'Software & Services']",['B2B'],['ALL'],WAYBILLER OÜ,127534.94,49793.66,7.0,129135.37,46557.80,7.0,96164.10,33953.30,7.0,0.0,-1,7,0.0,33,47
d8a1c34f-ff58-4bce-85f6-b228d1e8a1f9,AUTLO OÜ,12561212,/logos/static/12561212.webp,False,"['Transportation', 'Fintech']",['B2B2C'],['ALL'],AUTLO OÜ,182667.57,21692.29,7.0,73323.95,14878.45,6.0,79246.45,15332.46,5.0,1.0,149,46,2.0,131,41
da987027-a9f1-4c4d-a62f-c156b2251de5,MINUDOC OÜ,14630213,/logos/static/14630213.webp,False,"['Healthcare', 'Wellness']","['B2B2C', 'B2B']",['ALL'],SIFFI,348798.73,30136.92,7.0,339738.54,26560.06,7.0,228354.83,31790.81,7.0,0.0,3,13,0.0,53,-5
dd576c1c-fabf-40ff-894a-c3d8d6c63d0c,CERTIFIC OÜ,16050394,,False,['Software & Services'],"['B2B', 'B2C']","['EstVCA2022', 'EstVCA2024', 'EstVCA2023', 'ALL']",CERTIFIC OÜ,171669.30,60073.31,7.0,135205.78,50699.29,7.0,57823.69,52855.15,5.0,0.0,27,18,2.0,197,14
ed98db08-a452-4b53-b99d-6bec8a725fa5,EDICY OÜ,12176224,/logos/static/12176224.ico,False,[],[],['ALL'],EDICY OÜ,185767.13,68898.27,7.0,179047.38,73929.73,8.0,191777.37,71994.74,10.0,-1.0,4,-7,-3.0,-3,-4
f1b47283-c04d-4ba2-bb93-a62308bd3371,OÜ CELLIN TECHNOLOGIES,11543666,,False,[],[],['ALL'],OÜ CELLIN TECHNOLOGIES,47234.98,16084.16,7.0,9801.93,22012.94,7.0,624.00,20126.06,7.0,0.0,382,-27,0.0,7470,-20
13c2ef1b-adc4-40ab-ba02-502cce459b97,COSTPOCKET OÜ,14016832,/logos/static/14016832.webp,False,"['Fintech', 'Software & Services']",['B2B'],"['ALL', 'EstVCA2023', 'EstVCA2024']",COSTPOCKET,251974.28,36532.38,6.0,242405.95,29514.53,7.0,197398.37,26052.27,6.0,-1.0,4,24,0.0,28,40
277bcc0b-210f-4ff1-af40-aad83741602f,CLOUD FACTORY OÜ,14309770,,False,"['Creative Industries', 'Textiles, Apparel & Luxury Goods', 'Manufacturing']","['B2B2C', 'B2B']","['EstVCA2022', 'EstVCA2024', 'EstVCA2023', 'ALL']",CLOUD FACTORY,147960.43,24703.36,6.0,59975.62,27581.77,6.0,40162.54,26237.86,7.0,0.0,147,-10,-1.0,268,-6
2c121324-93c0-44b2-bf34-be04363b9bb8,AUTOBAHN TECHNOLOGIES OÜ,12289856,/logos/static/12289856.webp,False,"['Data & Analytics', 'Software & Services', 'Manufacturing']","['B2B', 'B2B2C']",['ALL'],AUTOBAHN,266658.50,49468.31,6.0,231790.36,37427.05,5.0,141596.36,35922.31,3.0,1.0,15,32,3.0,88,38
2d9141ff-ddf7-45cd-befc-8ddee6a1cb37,TARKVENT OÜ,14167991,/logos/static/14167991.webp,False,"['Proptech', 'Cleantech', 'Energy']",['B2B'],['ALL'],CALIDITY,111667.42,8133.41,6.0,166857.87,7527.09,7.0,160341.29,18666.29,9.0,-1.0,-33,8,-3.0,-30,-56
513c3321-d296-4393-acb0-50e472b9eae5,FEELINGSTREAM OÜ,12912077,/logos/static/12912077.webp,False,"['Software & Services', 'Data & Analytics']",['B2B'],['ALL'],FEELINGSTREAM,243178.74,49639.10,6.0,144231.28,46752.23,7.0,227636.11,57793.76,6.0,-1.0,69,6,0.0,7,-14
63775215-ba9b-407d-aa24-ab3c63378cfe,AGRELLO OÜ,14230235,/logos/static/14230235.webp,False,['Legaltech'],"['B2C', 'B2B2C', 'B2B']",['ALL'],AGRELLO,11364.13,54013.70,6.0,11388.20,50197.02,6.0,18765.63,93516.85,6.0,0.0,0,8,0.0,-39,-42
6cd94b4a-53de-41e8-bb8c-0fdcfc4de8cc,SYNTACTIC OÜ,14528124,/logos/static/14528124.webp,False,"['Data & Analytics', 'Deep tech']","['B2B', 'B2C']",['ALL'],PARSIQ,306663.86,39259.76,6.0,286160.17,38888.07,7.0,569380.98,46458.84,10.0,-1.0,7,1,-4.0,-46,-15
785e41b7-23ce-4a65-bf02-b1ae0cb1ebb8,CLANBEAT EDUCATION OÜ,14530865,/logos/static/14530865.webp,False,['Edtech'],"['B2G', 'B2B']",['ALL'],CLANBEAT,18346.73,13131.28,6.0,35045.74,10538.64,7.0,24494.57,18463.68,5.0,-1.0,-48,25,1.0,-25,-29
7ed41e23-4ade-484e-9ac7-5860057a17fb,SINGLE.EARTH OÜ,14873080,/logos/static/14873080.webp,False,"['Fintech', 'Cleantech']",['B2B'],['ALL'],SINGLE.EARTH,,,6.0,,,6.0,,44175.66,6.0,0.0,,,0.0,,
983bc7f9-5309-4cf6-b975-b1bbef5b4725,ELIKO LOCATION TECHNOLOGIES OÜ,14858592,,False,"['Manufacturing', 'Deep tech', 'Hardware & Electronic Equipment']",['B2B'],['ALL'],ELIKO RTLS,110953.49,5354.44,6.0,52837.28,1413.96,2.0,78943.90,3514.16,1.0,4.0,110,279,5.0,41,52
a46924a8-33e8-46d5-9b1c-07f123c6f7f2,ELIIS TARKVARA OÜ,12565196,/logos/static/12565196.ico,False,"['Software & Services', 'Edtech']","['B2B', 'B2G', 'B2C']",['ALL'],ELIIS,91046.26,20478.11,6.0,81759.77,19775.93,6.0,81024.93,15900.92,6.0,0.0,11,4,0.0,12,29
a565d400-1645-491f-aa9c-d4205a3646ce,WEMPLY OÜ,14261247,/logos/static/14261247.webp,False,['Software & Services'],['B2B'],['ALL'],WEMPLY,216630.45,15412.61,6.0,163755.17,14881.65,2.0,96798.30,7595.65,2.0,4.0,32,4,4.0,124,103
b54d6e20-9ac6-4b3b-b972-4252b7e8cfb9,99MATH OÜ,14682374,/logos/static/14682374.ico,False,['Edtech'],"['B2C', 'B2B2C']","['EstVCA2024', 'EstVCA2019', 'EstVCA2022', 'EstVCA2020', 'EstVCA2023', 'ALL', 'EstVCA2021']",99MATH,183319.69,33338.29,6.0,165937.59,38035.76,5.0,170561.07,53271.73,7.0,1.0,10,-12,-1.0,7,-37
c5dd6542-9a2b-421a-865b-d790c2fc7b5e,AVOKAADO.COM OÜ,14015962,/logos/static/14015962.ico,False,['Legaltech'],['B2B'],"['ALL', 'EstVCA2024', 'EstVCA2023']",AVOKAADO,289373.10,38056.33,6.0,191652.58,52587.09,6.0,310830.76,73773.98,10.0,0.0,51,-28,-4.0,-7,-48
cdad2d68-8fbc-4ef6-b69e-5f6c8b8d5c12,FINTECHX OÜ,14424637,/logos/static/14424637.webp,False,['Fintech'],['B2C'],['ALL'],KRIPTOMAT,483000.32,22653.04,6.0,407451.52,12538.50,5.0,174656.02,8681.73,3.0,1.0,19,81,3.0,177,161
d1b26fd7-f01f-4158-8c27-feba4b68663c,HEPTA GROUP ENERGY OÜ,12502103,,False,[],[],['ALL'],HEPTA GROUP ENERGY OÜ,176354.32,26364.29,6.0,237620.73,19224.73,6.0,95515.13,20849.89,6.0,0.0,-26,37,0.0,85,26
d7d72395-2638-433c-94d4-6e3a65c60032,ENVOICE OÜ,12749039,/logos/static/12749039.webp,False,['Software & Services'],['B2B'],['ALL'],ENVOICE,168019.82,18238.90,6.0,168212.66,16039.42,7.0,150663.15,15214.91,7.0,-1.0,0,14,-1.0,12,20
f5e6f0b4-efc5-40fb-af82-2220aa62e1b7,INTELLIGENT TECHNOLOGIES OÜ,14192492,/logos/static/14192492.webp,False,[],[],['ALL'],INTELLIGENT TECHNOLOGIES OÜ,240519.81,51723.69,6.0,154680.19,53235.64,7.0,244150.76,54432.04,7.0,-1.0,55,-3,-1.0,-1,-5
08c43f4b-8588-461b-ad16-26294a090762,10LINES OÜ,14793777,,False,"['Deep tech', 'Machinery & Electrical', 'Software & Services']",['B2B'],"['EstVCA2023', 'EstVCA2024', 'ALL']",10LINES,13460.26,70639.72,5.0,85679.93,64017.64,7.0,92592.38,44422.15,5.0,-2.0,-84,10,0.0,-85,59
09633690-acb3-4659-b847-3631fca42fae,INCOME COMPANY OÜ,16014116,/logos/static/16014116.webp,False,['Fintech'],"['B2B', 'B2C']",['ALL'],INCOME,64279.79,27039.78,5.0,66261.90,31469.85,5.0,59412.76,28001.30,6.0,0.0,-3,-14,-1.0,8,-3
1534db3a-5970-49b8-83fc-911508739aee,"COGNUSE, OÜ",10915640,/logos/static/10915640.webp,False,[],[],['ALL'],"COGNUSE, OÜ",31892.46,14103.19,5.0,41855.66,14208.29,5.0,47320.94,19293.94,4.0,0.0,-24,-1,1.0,-33,-27
2aa57f19-b50a-41a0-8640-5e145c780fab,FIENTA TICKETING OÜ,12658162,/logos/static/12658162.webp,False,"['Software & Services', 'Fintech']","['B2C', 'B2B']",['ALL'],FIENTA,336305.85,29728.10,5.0,355576.61,22990.06,5.0,206669.22,22301.27,5.0,0.0,-5,29,0.0,63,33
4651e276-9dba-4179-a59d-93fb1d727b04,WOODPECKER SYSTEMS OÜ,12852151,/logos/static/12852151.ico,False,['Forestry & Paper'],['B2B'],['ALL'],WOODPECKER SYSTEMS OÜ,123663.13,20557.09,5.0,89557.13,26461.49,5.0,83012.00,11181.40,4.0,0.0,38,-22,1.0,49,84
4cc60c60-4992-46d9-a668-21cebba0910d,TAMI AUTOMATICS OÜ,14121018,,False,[],[],['ALL'],TAMI AUTOMATICS OÜ,11582.32,,5.0,491.82,12969.63,,69373.18,9299.08,4.0,,2255,,1.0,-83,
5500a28a-5912-4c04-b690-5c936d2336ee,STAYCOOL OÜ,12814989,,False,[],[],['ALL'],STAYCOOL OÜ,290633.66,24019.75,5.0,32578.52,21927.54,5.0,192773.25,22538.88,4.0,0.0,792,10,1.0,51,7
9b54bfc1-d16f-420b-a112-92fe8cbf1943,GPO OÜ,14897399,/logos/static/14897399.webp,False,"['Energy', 'Software & Services', 'Consumer Electronics & Appliances']","['B2C', 'B2B2C', 'B2B']",['ALL'],GPO,9627.20,4054.70,5.0,20650.19,3249.18,5.0,30095.93,12701.88,4.0,0.0,-53,25,1.0,-68,-68
a6b7fc7f-8875-43fc-b6a6-8795fa4f4bf3,HAUSING TECHNOLOGIES OÜ,12818148,/logos/static/12818148.webp,False,"['Software & Services', 'Proptech']","['B2B2C', 'B2B', 'B2C']",['ALL'],HAUSING,82629.46,25663.33,5.0,69509.74,25695.44,5.0,49315.88,32403.18,7.0,0.0,19,0,-2.0,68,-21
ba31457f-e10d-4d70-9f76-1409795f0fd1,EID EASY OÜ,14080014,,False,"['Deep tech', 'Fintech', 'Legaltech']","['B2B', 'B2B2C']","['EstVCA2022', 'ALL', 'EstVCA2023', 'EstVCA2024']",EID EASY,225126.57,34652.15,5.0,170761.54,27962.70,5.0,78686.61,23661.54,4.0,0.0,32,24,1.0,186,46
c88e25e3-990d-470b-9c31-30e33301dcd9,ZEROFY OÜ,14955228,,False,"['Cleantech', 'Energy']",['B2C'],"['EstVCA2024', 'ALL']",ZEROFY,316581.18,13328.13,5.0,454686.63,9282.37,4.0,267106.64,9087.19,2.0,1.0,-30,44,3.0,19,47
d2481b0f-6bcd-43b6-9983-43c8f7854350,SUPPLIERPLUS GROUP OÜ,12871059,,False,['Fintech'],"['B2B', 'B2G']",['ALL'],SUPPLIERPLUS,22695.57,12143.50,5.0,21106.61,11508.59,5.0,45924.53,11159.48,5.0,0.0,8,6,0.0,-51,9
d81ea2d0-8dce-4d2a-b107-9b7125e2d6fd,AS BERCMAN TECHNOLOGIES,14134425,,False,"['Consumer Services', 'Household & Personal Products', 'Manufacturing']","['B2B', 'B2G']",['ALL'],BERCMAN TECHNOLOGIES,76482.54,23582.57,5.0,80977.80,24528.93,5.0,228054.79,20995.05,3.0,0.0,-6,-4,2.0,-66,12
d93d162f-077f-4c6b-a99a-938fe6414b11,ADOPTOMEDIA OÜ,14183843,/logos/static/14183843.webp,False,"['Software & Services', 'Manufacturing']",['B2B'],['ALL'],ADOPTOMEDIA,42500.00,10423.07,5.0,40000.00,8980.74,5.0,48612.25,10430.80,4.0,0.0,6,16,1.0,-13,0
ec7852f7-5296-460e-99c8-7bc60a3cdc52,OÜ SYNBASE,14011154,/logos/static/14011154.webp,False,"['Medical Devices', 'Science Tools & Services', 'Healthcare']","['B2G', 'B2B']",['ALL'],SYNBASE,214615.58,21448.15,5.0,175792.23,17611.52,4.0,127671.96,20189.08,4.0,1.0,22,22,1.0,68,6
f8a05d07-dbab-4abf-972a-6bb396fdae55,SOFTCOMPLY OÜ,14013101,/logos/static/14013101.webp,False,"['Medical Devices', 'Aerospace', 'Healthcare']",['B2B'],['ALL'],SOFTCOMPLY,271389.14,45868.33,5.0,223666.76,41926.60,5.0,202333.63,49107.84,6.0,0.0,21,9,-1.0,34,-7
fc16f1b5-f0e9-4043-b373-4a6efc73396f,LOQUIZ OÜ,12193814,/logos/static/12193814.webp,False,[],[],['ALL'],LOQUIZ OÜ,136604.01,31324.86,5.0,143157.64,24599.03,5.0,83687.81,26185.43,4.0,0.0,-5,27,1.0,63,20
ff5568cf-5695-45fa-b809-47e142616636,PROMOTY MARKETING OÜ,14362043,/logos/static/14362043.webp,False,['Telecommunication & Services'],['B2B'],['ALL'],PROMOTY,47103.17,,5.0,23259.38,,5.0,65301.77,4559.92,4.0,0.0,103,,1.0,-28,
0c360f18-aafb-492f-8337-290702966106,CAREMATE OÜ,14385848,/logos/static/14385848.webp,False,"['Software & Services', 'Healthcare', 'Telecommunication & Services']",['C2C'],['ALL'],CAREMATE,21859.49,4460.62,4.0,18104.81,4722.18,4.0,10859.25,3797.33,5.0,0.0,21,-6,-1.0,101,17
1263b8f8-4ea0-4984-bb98-e0eb3ac139fb,WAZOMBI LABS OÜ,12563228,/logos/static/12563228.webp,False,['Consumer Electronics & Appliances'],"['B2C', 'B2B']",['ALL'],SOMA SMART HOME,84535.05,4514.56,4.0,89593.08,4144.65,4.0,61991.91,4274.86,4.0,0.0,-6,9,0.0,36,6
31020f09-1d75-45da-9da7-7fbfb01b830f,PATCHSTACK OÜ,14331217,/logos/static/14331217.webp,False,['Deep tech'],['B2B'],"['EstVCA2024', 'ALL']",PATCHSTACK,736054.25,49673.40,4.0,621040.65,46080.98,6.0,369800.75,38497.46,6.0,-2.0,19,8,-2.0,99,29
33774575-da08-4036-9da8-ee176307da66,OUTFUNNEL OÜ,14469427,/logos/static/14469427.webp,False,['Software & Services'],['B2B'],"['EstVCA2021', 'ALL', 'EstVCA2023', 'EstVCA2024', 'EstVCA2022']",OUTFUNNEL,210531.99,44511.42,4.0,191568.73,46306.06,4.0,181482.86,35900.91,5.0,0.0,10,-4,-1.0,16,24
34e9d2f3-b306-4d2a-8d1d-2328ffbebf6d,CRYSTALSOL OÜ,11513205,,False,[],[],['ALL'],CRYSTALSOL OÜ,62002.19,9216.39,4.0,3000.00,8786.31,4.0,4606.00,8011.38,4.0,0.0,1967,5,0.0,1246,15
36923877-3789-4c3f-86b4-f02a40670be2,TEXTA OÜ,14029970,/logos/static/14029970.ico,False,"['Data & Analytics', 'Software & Services']","['B2G', 'B2B']",['ALL'],TEXTA OÜ,97860.17,19960.98,4.0,71171.45,18924.55,4.0,45952.08,30469.34,6.0,0.0,37,5,-2.0,113,-34
4e3ae2b2-8b50-4e57-b7c5-b6672844ac22,SECNORA OÜ,14515469,,False,['Software & Services'],"['B2B', 'B2C', 'B2G']",['ALL'],CYBERARCH CONSULTING OÜ,65653.32,12140.57,4.0,63503.68,11660.39,1.0,136581.89,5405.85,1.0,3.0,3,4,3.0,-52,125
6658557a-6b33-4dce-83b5-7c5ce50ffd79,HIGH-MOBILITY OÜ,12449857,/logos/static/12449857.webp,False,['Software & Services'],['B2B2C'],['ALL'],HIGH MOBILITY,118070.80,40711.75,4.0,102202.80,39523.61,6.0,109874.10,39486.95,6.0,-2.0,16,3,-2.0,7,3
677ff3f0-2985-45db-8531-68ec78bbf5fd,"PERFECTLINE, OÜ",11011679,,False,[],[],['ALL'],"PERFECTLINE, OÜ",10400.00,8920.90,4.0,18200.00,22049.17,4.0,129320.00,14741.00,4.0,0.0,-43,-60,0.0,-92,-39
82432bbf-2fd9-469c-95fb-ab5c7f9722ba,TRAXBY OÜ,12491003,/logos/static/12491003.webp,False,"['Telecommunication & Services', 'Software & Services']","['B2C', 'B2B']",['ALL'],TRAXBY,55902.73,7756.62,4.0,75339.42,7940.96,4.0,67976.76,12131.86,5.0,0.0,-26,-2,-1.0,-18,-36
934deff0-e5db-4e12-9dca-9fc2ac056def,FOODDOCS OÜ,14177340,/logos/static/14177340.webp,False,['Software & Services'],['B2B'],"['EstVCA2020', 'EstVCA2021', 'EstVCA2024', 'EstVCA2023', 'EstVCA2022', 'ALL', 'EstVCA2019']",FOODDOCS,129247.81,31889.44,4.0,185535.45,21363.50,4.0,230851.97,58357.75,8.0,0.0,-30,49,-4.0,-44,-45
9e40f08e-6d3a-4a71-95b0-a150845ada24,GELATEX TECHNOLOGIES OÜ,14145430,/logos/static/14145430.webp,False,"['Materials & Chemicals', 'Biotechnology', 'Machinery & Electrical']",['B2B'],"['EstVCA2022', 'EstVCA2023', 'EstVCA2024', 'ALL', 'EstVCA2021', 'Superangel']",GELATEX,103292.36,25630.79,4.0,57325.72,24193.76,5.0,30685.59,35188.42,6.0,-1.0,80,6,-2.0,237,-27
b286ea7e-bb96-4f79-8943-1f79b58c03a2,LTMED OÜ,14269125,/logos/static/14269125.webp,False,"['Medical Devices', 'Healthcare']","['C2C', 'B2B']",['ALL'],NEURAKINESIS,184769.22,21348.70,4.0,222306.80,18084.63,4.0,157209.69,18333.26,4.0,0.0,-17,18,0.0,18,16
b3e757de-ad57-43ab-96e0-91ba5948c29d,FLOWSTEPDESIGN OÜ,16706771,,False,['Software & Services'],['B2B'],"['ALL', 'EstVCA2023', 'EstVCA2024']",FLOWSTEP,16880.00,46086.78,4.0,15620.82,49881.68,4.0,4313.93,33478.56,,0.0,8,-8,,291,38
bab04ffd-0284-4423-98e0-fc94c091db05,MULTILOGIN SOFTWARE OÜ,12660871,/logos/static/12660871.webp,False,['Software & Services'],"['B2B', 'B2C']",['ALL'],MULTILOGIN,2067821.92,49416.75,4.0,2181173.42,46636.19,6.0,2493088.94,72322.03,7.0,-2.0,-5,6,-3.0,-17,-32
bbdaa6a6-bf32-4e7e-a113-b40ff6e4926e,COINTRAFFIC OÜ,14112292,,False,[],[],['ALL'],COINTRAFFIC OÜ,883038.52,43881.21,4.0,890888.07,31886.04,4.0,1523065.73,31919.85,4.0,0.0,-1,38,0.0,-42,37
bccd47e2-9fa4-4d00-8a45-7196a5874c5a,VENTUREBEAM TECHNOLOGY OÜ,12495417,/logos/static/12495417.webp,False,['Fintech'],"['B2B2C', 'B2C']",['ALL'],FUNDERBEAM.,283602.41,92809.09,4.0,270998.76,66525.89,6.0,267988.63,94899.18,8.0,-2.0,5,40,-4.0,6,-2
c95b26cd-2e9f-429b-95ca-c65632b4375a,ASTREC DATA OÜ,12626294,,False,[],[],['ALL'],ASTREC DATA OÜ,129106.52,14761.75,4.0,136954.09,21485.86,4.0,157071.29,20521.98,5.0,0.0,-6,-31,-1.0,-18,-28
dd157c78-ea11-4dee-a870-310ca1ac8c9a,VEERA OÜ,14086235,/logos/static/14086235.webp,False,"['Fintech', 'Software & Services']","['B2G', 'B2B', 'B2B2B']",['ALL'],VEERA,161831.01,20999.15,4.0,146529.76,18635.34,4.0,124755.96,17783.99,4.0,0.0,10,13,0.0,30,18
dda02617-54fb-4e2c-8d79-936651c015ed,FLEETGURU OÜ,16051979,,False,"['Data & Analytics', 'Automotive', 'Software & Services']",['B2B'],"['EstVCA2024', 'EstVCA2023', 'Superangel', 'ALL', 'EstVCA2021', 'EstVCA2022']",FLEETGURU,103446.69,10776.61,4.0,77289.48,8576.84,3.0,55990.61,8557.56,1.0,1.0,34,26,3.0,85,26
e2645107-db98-43ba-a26c-ca196c06f8fd,NEW GARAGE TIME OÜ,12180786,/logos/static/12180786.webp,False,[],[],['ALL'],NEW GARAGE TIME OÜ,50352.47,11883.64,4.0,40683.41,11377.66,4.0,50813.70,10720.47,4.0,0.0,24,4,0.0,-1,11
eba6c936-dd5d-44c4-96b8-95bebea97eb1,MARKETING SHARKS OÜ,12228889,/logos/static/12228889.webp,False,[],[],['ALL'],MARKETING SHARKS OÜ,51873.49,7119.69,4.0,39689.18,8503.48,4.0,33746.26,5626.86,3.0,0.0,31,-16,1.0,54,27
ec654d93-3cd0-4d26-ad31-67ca973145d9,OÜ THORGATE MANAGEMENT,12073493,,False,[],[],['ALL'],OÜ THORGATE MANAGEMENT,186994.32,14712.54,4.0,163973.74,14583.58,4.0,175709.59,15566.88,3.0,0.0,14,1,1.0,6,-5
f7327ddc-1b3c-489e-a6dd-862caf681533,EXTENDLAW OÜ,14150878,/logos/static/14150878.ico,False,['Legaltech'],['B2B'],['ALL'],EXTENDLAW OÜ,327532.05,27508.39,4.0,252529.59,25803.76,4.0,277796.12,37474.49,4.0,0.0,30,7,0.0,18,-27
01347f91-965c-426c-8dbb-bf1dc990076a,VETIK OÜ,14339222,/logos/static/14339222.webp,False,"['Cleantech', 'Agriculture, Aquaculture & Agritech']",['B2B'],['ALL'],VETIK OÜ,3086.98,6644.66,3.0,,6273.89,3.0,3596.20,3870.50,4.0,0.0,,6,-1.0,-14,72
05e11d8a-d3f1-4bb3-84b6-cefa6188e5f5,PROGRAMMABLE EQUITY OÜ,16320994,,False,['Software & Services'],"['B2B', 'B2B2C']","['EstVCA2024', 'EstVCA2021', 'ALL', 'Superangel', 'EstVCA2023', 'EstVCA2022']",KOOS.IO,27588.60,41579.29,3.0,38139.01,58041.50,4.0,32248.10,91016.98,11.0,-1.0,-28,-28,-8.0,-14,-54
06d823db-881f-4e24-b36e-c1401a8d14d5,MOTHERSHIP FOUNDATION OÜ,14284254,/logos/static/14284254.webp,False,"['Fintech', 'Software & Services']","['B2B', 'B2C']",['ALL'],MOTHERSHIP,212.51,25280.77,3.0,120.95,24234.62,3.0,179.71,24378.21,3.0,0.0,76,4,0.0,18,4
0f4f9012-8c20-4e30-9d83-476e150b814b,SMART MASTERKEY OÜ,14536552,/logos/static/14536552.webp,False,"['Cleantech', 'Household & Personal Products', 'Hardware & Electronic Equipment']","['B2C', 'B2B2C', 'B2B']",['ALL'],BLE LOCKING,20648.90,31489.40,3.0,10308.82,31241.69,4.0,63014.72,32175.21,4.0,-1.0,100,1,-1.0,-67,-2
15f8ec09-a7be-475f-b206-b9c34dcaad4b,CAPTAIN CORROSION OÜ,14093318,/logos/static/14093318.webp,False,['Manufacturing'],[],['ALL'],CAPTAIN CORROSION,86500.00,6970.33,3.0,45900.00,6922.07,5.0,101300.00,99.39,,-2.0,88,1,,-15,6913
19c536b6-2870-4745-a861-7588d2f285cc,HAUTAI OÜ,14494738,/logos/static/14494738.ico,False,"['Software & Services', 'Retail', 'E-commerce']",['B2B'],['ALL'],HAUT.AI,584307.83,63331.28,3.0,1010160.12,45052.60,3.0,509591.25,105330.83,8.0,0.0,-42,41,-5.0,15,-40
1a90b9dd-d983-4d5b-88d7-3d7c3dc24ee4,DIFROTEC OÜ,11706938,/logos/static/11706938.webp,False,[],[],['ALL'],DIFROTEC OÜ,41663.89,10068.32,3.0,42.75,8879.70,3.0,96.06,5744.76,3.0,0.0,97359,13,0.0,43273,75
27f9aa21-0b80-444e-a7de-5cc270bf2a72,HOTELBUDDY TECHNOLOGY OÜ,16202409,,False,"['Travel & Hospitality', 'Hardware & Electronic Equipment', 'Software & Services']",['B2B'],"['EstVCA2022', 'EstVCA2024', 'EstVCA2023', 'ALL']",HOTELBUDDY,8997.20,10495.37,3.0,70194.44,7262.54,3.0,17329.75,353.95,1.0,0.0,-87,45,2.0,-48,2865
2c42600f-d4d1-40d6-b446-ac35b3978ddb,WEEKDONE OÜ,11580348,/logos/static/11580348.webp,False,[],[],['ALL'],WEEKDONE OÜ,150486.85,16519.13,3.0,107013.32,15477.81,3.0,167271.79,41709.07,4.0,0.0,41,7,-1.0,-10,-60
532125f3-0d7b-4379-a716-5cc01e3c1e94,FORMALOO OÜ,16045714,,False,"['Data & Analytics', 'Marketing', 'Software & Services']",['B2B'],"['EstVCA2024', 'ALL', 'EstVCA2023']",FORMALOO,30380.78,34761.12,3.0,43881.14,23056.97,8.0,13760.03,31737.00,7.0,-5.0,-31,51,-4.0,121,10
546a5099-e61c-4ab3-a880-3a9d36b81ca2,SIDEKIK OÜ,14509434,/logos/static/14509434.webp,False,['Software & Services'],"['B2G', 'B2B']","['EstVCA2020', 'EstVCA2022', 'EstVCA2024', 'EstVCA2023', 'ALL', 'EstVCA2021']",SENTINEL,564317.16,51968.41,3.0,1051823.69,60943.42,5.0,808236.42,61312.56,6.0,-2.0,-46,-15,-3.0,-30,-15
66918f32-5292-4cc7-945f-fa49e1569626,SMART LOAD SOLUTIONS OÜ,12764599,/logos/static/12764599.ico,False,"['Energy', 'Cleantech', 'Software & Services']","['B2B', 'B2C']",['ALL'],THEMO,564786.27,17749.59,3.0,269021.91,18588.56,3.0,66306.88,36039.16,4.0,0.0,110,-5,-1.0,752,-51
9841fcbe-79c6-43c7-a1de-4ac9e0ae966c,TEAMDEV MANAGEMENT OÜ,14114492,/logos/static/14114492.webp,False,['Software & Services'],['B2B'],['ALL'],JXBROWSER,3393135.17,5758.99,3.0,3490794.34,5457.66,3.0,3246245.18,5457.66,3.0,0.0,-3,6,0.0,5,6
